Route Number,ETA,Distance,Route,Time
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:15:23 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:15:43 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:16:03 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:16:29 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:17:02 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:17:21 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:17:41 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:18:07 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:18:27 2018
1,23 min,15.4 miles,I-278 W,Fri Sep 28 10:18:51 2018
1,23 min,15.4 miles,I-278 W,Fri Sep 28 10:19:11 2018
1,24 min,15.4 miles,I-278 W,Fri Sep 28 10:19:37 2018
1,23 min,15.4 miles,I-278 W,Fri Sep 28 10:19:57 2018
1,23 min,15.4 miles,I-278 W,Fri Sep 28 10:20:19 2018
1,23 min,15.4 miles,I-278 W,Fri Sep 28 10:20:40 2018
1,24 min,15.4 miles,I-278 W,Fri Sep 28 10:21:00 2018
1,23 min,15.4 miles,I-278 W,Fri Sep 28 10:21:20 2018
1,23 min,15.4 miles,I-278 W,Fri Sep 28 10:21:40 2018
1,23 min,15.4 miles,I-278 W,Fri Sep 28 10:22:07 2018
1,23 min,15.4 miles,I-278 W,Fri Sep 28 10:22:27 2018
1,23 min,15.4 miles,I-278 W,Fri Sep 28 10:22:47 2018
1,23 min,15.4 miles,I-278 W,Fri Sep 28 10:23:08 2018
1,23 min,15.4 miles,I-278 W,Fri Sep 28 10:23:33 2018
1,23 min,15.4 miles,I-278 W,Fri Sep 28 10:23:55 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:24:16 2018
1,23 min,15.4 miles,I-278 W,Fri Sep 28 10:24:44 2018
1,23 min,15.4 miles,I-278 W,Fri Sep 28 10:25:11 2018
1,23 min,15.4 miles,I-278 W,Fri Sep 28 10:25:32 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:25:51 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:26:12 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:26:33 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:26:54 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:27:15 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:27:49 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:28:09 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:28:35 2018
